Chromophore,Solvent,Quantum yield
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(C=C(C#N)C#N)cc3)cc2)cc1,ClCCl,0.3
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(C=C(C#N)C#N)cc3)cc2)cc1,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(C=C(C#N)C#N)cc3)cc2)cc1,0.25
C(=C1c2ccccc2CCc2ccccc21)c1ccc(-c2cc(-c3ccc(C=C4c5ccccc5CCc5ccccc54)cc3)cc(-c3ccc(C=C4c5ccccc5CCc5ccccc54)cc3)c2)cc1,C1CCOC1,0.0045
C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2cc(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,0.0282
C(=C1c2ccccc2-c2ccccc21)c1ccc(C=C2c3ccccc3-c3ccccc32)cc1,C1CCOC1,0.0003
C1=Cc2ccccc2C(=Cc2ccc(-c3ccc(C=C4c5ccccc5-c5ccccc54)cc3)cc2)c2ccccc21,C1CCOC1,0.00016
CCOc1cc(C=C2c3ccccc3-c3ccccc32)c(OCC)cc1C=C1c2ccccc2C=Cc2ccccc21,C1CCOC1,0.00012
CC(C)[Si](C#Cc1ccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)cc3c4cc(C#C[Si](C(C)C)(C(C)C)C(C)C)ccc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)cc3c2c1)(C(C)C)C(C)C,ClCCl,0.741
COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,CS(C)=O,0.75
Oc1cc2ccc3cc(O)cc4ccc(c1)c2c34,CO,0.93
Cc1cc(C)c(B(c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc2)c2c(C)cc(C)cc2C)c(C)c1,Cc1ccccc1,0.61
Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2ccc3ccc4cccc5ccc2c3c45)c(C)c1,Cc1ccccc1,0.71
COc1cc2c(cc1-c1ccsc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccsc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,0.55
c1ccc2c([SiH](c3c4ccccc4cc4ccccc34)c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1,ClC(Cl)Cl,0.028
C=C[Si](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,ClC(Cl)Cl,0.017
CSc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,ClC(Cl)Cl,0.972
O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,CCCCCC,0.304
O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,c1ccccc1,0.0051
O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,C1CCOC1,0.0005
O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,CCCCCC,0.335
O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,c1ccccc1,0.0162
O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,C1CCOC1,0.0003
CCCCCn1c2ccccc2c(=O)c2ccccc21,CS(C)=O,0.68
CCCCCCCCn1c2ccccc2c(=O)c2ccccc21,CS(C)=O,0.66
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5ccccc5Cl)ccc4o3)c(=O)oc2c1,ClCCl,0.23
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5cccc(OC)c5)ccc4o3)c(=O)oc2c1,ClCCl,0.21
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2ccccc21,ClCCl,0.81
Brc1ccc(/C=C/c2ccncn2)cc1,ClCCl,0.01
c1ccc(-p2c(-c3cccs3)cc3ccccc32)cc1,C1CCOC1,0.07
CCOC(=O)c1c(N)sc(N)c1C(=O)OCC,CC#N,0.038
OCc1cc(/N=N\c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc2F)ccc1O,CS(C)=O,0.0274
CCOC(=O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2cc4c5c(c2oc1=O)CCCN5CCC4)O3,ClCCl,0.125
CCOC(=O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2cc4c5c(c2oc1=O)CCCN5CCC4)O3,CC#N,0.024
CCOC(=O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2cc4c5c(c2oc1=O)CCCN5CCC4)O3,CO,0.017
CCOC(=O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2cc4c5c(c2oc1=O)CCCN5CCC4)O3,O,0.002
CCC1(CC)c2cc(/C=C/c3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(/C=C/c4cccs4)ccc2-3)C(CC)(CC)c2cc(/C=C/c3cccs3)ccc2-1,C1CCOC1,0.56
N#Cc1cnc(-c2c3ccccc3cc3ccccc23)nc1,ClCCl,0.07
N#Cc1cnc(-c2c3ccccc3c(-c3ncc(C#N)cn3)c3ccccc23)nc1,ClCCl,0.54
N#Cc1cnc(-c2c3ccccc3cc3ccccc23)nc1,CCO,0.07
N#Cc1cnc(-c2c3ccccc3c(-c3ncc(C#N)cn3)c3ccccc23)nc1,CCO,0.16
Cc1nc2cc(/C=C/c3ccc(N(C)C)cc3)ccc2nc1-c1ccccc1,C1COCCO1,0.29
Cc1nc2cc(/C=C/c3ccc(N(C)C)cc3)ccc2nc1-c1ccccc1,ClCCl,0.09
Cc1nc2cc(/C=C/c3ccc(N(C)C)cc3)ccc2nc1-c1ccccc1,CC#N,0.01
c1ccc(-c2c3ccccc3cc3ccccc23)cc1,C1CCOC1,0.69
c1ccc2c(-c3cc(-c4c5ccccc5cc5ccccc45)cc(-c4c5ccccc5cc5ccccc45)c3)c3ccccc3cc2c1,C1CCOC1,0.85
CCCCCCCN1C(=CC2=C([O-])C(=CC3=[N+](CCCCCCC)c4ccccc4C3(C)C)C2=C(C#N)C#N)C(C)(C)c2ccccc21,C1COCCO1,0.19
CCCCCCCN1C(=CC2=C([O-])C(=CC3=[N+](CCCCCCC)c4ccccc4C3(C)C)C2=C(C#N)C#N)C(C)(C)c2ccccc21,ClC(Cl)Cl,0.18
CCCCCCCN1C(=CC2=C([O-])C(=CC3=[N+](CCCCCCC)c4ccccc4C3(C)C)C2=C(C#N)C#N)C(C)(C)c2ccccc21,CCO,0.13
CCCCCCCN1C(=CC2=C([O-])C(=CC3=[N+](CCCCCCC)c4ccccc4C3(C)C)C2=C(C#N)C#N)C(C)(C)c2ccccc21,CN(C)C=O,0.08
CC1=N/C(=C\c2ccccc2N(C)C)C(=O)N1C,C1CCCCC1,0.01
CC1=N/C(=C\c2ccccc2N(C)C)C(=O)N1C,ClCCl,0.006
CC1=N/C(=C\c2ccccc2N(C)C)C(=O)N1C,C1CCOC1,0.014
CC1=N/C(=C\c2ccccc2N(C)C)C(=O)N1C,CC#N,0.008
CC1=N/C(=C\c2ccccc2N(C)C)C(=O)N1C,CS(C)=O,0.005
CC1=N/C(=C\c2ccccc2N(C)C)C(=O)N1C,CO,0.003
CC1=N/C(=C\c2ccccc2N(C)C)C(=O)N1C,O,0.003
c1cc2ccc1CCCc1ccc(c3nsnc13)CCC2,C1CCCCC1,0.51
c1cc2ccc1CCCc1ccc(c3nsnc13)CCC2,ClC(Cl)Cl,0.49
c1cc2ccc1CCCc1ccc(c3nsnc13)CCC2,CC#N,0.19
CN(C)c1ccc(C#Cc2ccc(-c3cc(N(C)C)c4ccccc4c3)cc2)cc1,ClCCl,0.99
CN(C)c1cc(-c2ccc(C#Cc3cc[n+](C)cc3)cc2)cc2ccccc12,ClCCl,0.001
COc1ccc(-c2nc(-c3ccccc3)c(N(C)C)[se]2)cc1,ClC(Cl)Cl,0.039
c1ccc(-c2nc(-c3ccccn3)[se]c2N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,0.113
c1ccc(-c2nc(-c3ccccn3)sc2N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,0.863
Cc1cc2c3ccccc3sc2c2[nH]c3ccccc3c12,ClCCl,0.058
Cc1cc2c3ccccc3oc2c2[nH]c3ccccc3c12,ClCCl,0.444
Cc1cc2c3ccccc3n(C)c2c2c1c1ccccc1n2C,ClCCl,0.114
Cc1cc2[nH]c3ccccc3c2c2[nH]c3ccccc3c12,ClCCl,0.223
C1=Cc2nc1c(-c1ccco1)c1ccc([nH]1)c(-c1ccco1)c1nc(c(-c3ccco3)c3ccc(s3)c2-c2ccco2)C=C1,ClCCl,0.0021
C(S/C=C/c1ccc(/C=C/SC=C(c2ccccc2)c2ccccc2)cc1)=C(c1ccccc1)c1ccccc1,ClCCl,0.058
C(S/C=C/c1ccc(-c2ccc(/C=C/SC=C3CCCC3)cc2)cc1)=C1CCCC1,ClCCl,0.182
Cc1cnc(NC(=O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)s1,CCCCO,0.0114
Cc1cnc(NC(=O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)s1,CCCO,0.00864
Cc1cnc(NC(=O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)s1,CCO,0.00427
Cc1cnc(NC(=O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)s1,CO,0.00252
Cc1cnc(NC(=O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)s1,CC#N,0.00144
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CC#N,0.0336
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,ClCCl,0.1034
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,C1COCCO1,0.0371
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CCOC(C)=O,0.0676
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CCO,0.0213
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CO,0.0157
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,Cc1ccccc1,0.0969
Cc1ccc(C2=C3C=C(I)C=[N+]3[B-](F)(F)n3cccc32)cc1,C1CCCCC1,0.034
Cc1ccc(C2=C3C=C(I)C=[N+]3[B-](F)(F)n3cccc32)cc1,CCOC(C)=O,0.011
Cc1ccc(C2=C3C=C(I)C=[N+]3[B-](F)(F)n3cccc32)cc1,CC#N,0.008
Cc1ccc(C2=C3C=C(I)C=[N+]3[B-](F)(F)n3cccc32)cc1,CCO,0.01
Cc1ccc(C2=C3C=C(I)C=[N+]3[B-](F)(F)n3cccc32)cc1,CO,0.008
Cc1ccc(C2=C3C=C(I)C=[N+]3[B-](F)(F)n3cccc32)cc1,OCC(F)(F)F,0.009
Cc1ccc(C2=C3C=C(I)C(I)=[N+]3[B-](F)(F)n3c2cc(I)c3I)cc1,C1CCCCC1,0.099
Cc1ccc(C2=C3C=C(I)C(I)=[N+]3[B-](F)(F)n3c2cc(I)c3I)cc1,CCOC(C)=O,0.073
Cc1ccc(C2=C3C=C(I)C(I)=[N+]3[B-](F)(F)n3c2cc(I)c3I)cc1,CC#N,0.058
Cc1ccc(C2=C3C=C(I)C(I)=[N+]3[B-](F)(F)n3c2cc(I)c3I)cc1,CCO,0.067
Cc1ccc(C2=C3C=C(I)C(I)=[N+]3[B-](F)(F)n3c2cc(I)c3I)cc1,CO,0.061
Cc1ccc(C2=C3C=C(I)C(I)=[N+]3[B-](F)(F)n3c2cc(I)c3I)cc1,OCC(F)(F)F,0.059
COC(=O)c1noc(-c2ccccc2)c1Cl,C1CCCCC1,0.368
NCCNc1cccc2c1C(=O)c1ccccc1C2=O,ClCCl,0.0065
CCCN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2CCC)c2ccc([N+](=O)[O-])cc2)C(C)(C)c2ccccc21,CS(C)=O,0.03
CCCN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2CCC)c2ccc([N+](=O)[O-])cc2)C(C)(C)c2ccccc21,CO,0.03
CCCN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2CCC)c2ccc([N+](=O)[O-])cc2)C(C)(C)c2ccccc21,O,0.06
CCCCn1cc(/C=C/c2cc(=O)oc3cc(C)ccc23)c2ccccc21,ClC(Cl)Cl,0.05
Cc1ccc(C2=C3C=CC(Cl)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,CO,0.27
Cc1ccc(C2=C3C=CC(Cl)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,CC#N,0.29
Cc1ccc(C2=C3C=CC(Cl)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,CCOC(C)=O,0.32
Cc1ccc(C2=C3C=CC(Cl)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1CCOC1,0.3
Cc1ccc(C2=C3C=CC(Cl)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1CCCCC1,0.33
Cc1ccc(C2=C3C=CC(Cl)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,ClC(Cl)Cl,0.63
Cc1ccc(C2=C3C=CC(Cl)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,Cc1ccccc1,0.59
CCN(CC)c1ccc(-c2nc(Oc3ccc(-c4nc5ccccc5s4)cc3)nc(Oc3ccc(-c4nc5ccccc5s4)cc3)n2)cc1,CN(C)C=O,0.1552
C#Cc1ccc2ccc3oc(=O)cc(C)c3c2c1,CCO,0.23
CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,CO,0.16
CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,CC#N,0.16
CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,CCOC(C)=O,0.2
CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,ClCCl,0.27
CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,CCCCCC,0.18
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,ClCCl,0.184
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,C1CCOC1,0.471
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CCOC(C)=O,0.342
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,C1COCCO1,0.625
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CC(C)=O,0.263
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CC#N,0.255
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CN(C)C=O,0.602
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CS(C)=O,0.317
CCOC(=O)CSc1nc2c(c(C#N)c1C#N)CCCC2,c1ccccc1,0.04
COc1cc(OC)cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c1,ClCCl,0.0361
COc1cc(OC)cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c1,COc1cc(OC)cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c1,0.3
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,Cc1ccccc1,0.68
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,C1COCCO1,0.58
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CCOC(C)=O,0.57
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,C1CCOC1,0.53
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,ClC(Cl)Cl,0.5
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,ClCCl,0.59
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CC(C)=O,0.27
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CC#N,0.11
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CN(C)C=O,0.01
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CS(C)=O,0.06
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CCO,0.07
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,O,0.0
Cc1cc(-c2cccc3ccccc23)cc(C)[o+]1,ClCCl,0.22
CC[N+](CC)=c1ccc2nc3c(cc(NCCC(=O)NC(C)C(=O)OC)c4ccccc43)oc-2c1,CCO,0.18
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NC(C(=O)OC)C(C)C)c4ccccc4c3nc-2cc1C,CCO,0.4
CC[N+](CC)=c1ccc2nc3c(cc(NCCC(=O)NC(C)C(=O)OC)c4ccccc43)oc-2c1,O,0.13
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NC(C(=O)OC)C(C)C)c4ccccc4c3nc-2cc1C,O,0.26
c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccccc5)cc4)cc(-c4ccc(-c5ccccc5)cc4)c3)cc2)cc1,C1COCCO1,0.27
O=C1c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,0.01
O=C1c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN1CCCC1=O,0.2
O=C1c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,C1CCOC1,0.3
Cc1c2ccc3c(C)[n+](C)ccc3c2cc[n+]1C,CC#N,0.38
Cc1cc2c(ccc3c(C)[n+](C)c(C)cc32)c(C)[n+]1C,CC#N,0.29
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)cc3)cc2)cc1,ClC(Cl)Cl,0.02
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,ClC(Cl)Cl,0.18
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)s3)cc2)cc1,ClC(Cl)Cl,0.07
C(#Cc1cccs1)c1ncc(-c2ccccc2)o1,ClCCl,0.0
C[C@]12SC(=O)C=C1c1nc(-c3ccc(Cl)cc3)[nH]c1C1=CC(=O)S[C@@]12C,CC#N,0.12
CCN(CC)c1ccc2ccc(=O)oc2c1,CCCCCC,0.85
CCN(CC)c1ccc2ccc(=O)oc2c1,CCCCCCC,0.85
CCN(CC)c1ccc2ccc(=O)oc2c1,c1ccccc1,0.83
CCN(CC)c1ccc2ccc(=O)oc2c1,Cc1ccccc1,0.83
CCN(CC)c1ccc2ccc(=O)oc2c1,CCOCC,0.8
CCN(CC)c1ccc2ccc(=O)oc2c1,ClC(Cl)Cl,0.62
CCN(CC)c1ccc2ccc(=O)oc2c1,CN(C)C=O,0.56
CCN(CC)c1ccc2ccc(=O)oc2c1,CCCO,0.52
CCN(CC)c1ccc2ccc(=O)oc2c1,CC(C)=O,0.55
CCN(CC)c1ccc2ccc(=O)oc2c1,CCO,0.39
CCN(CC)c1ccc2ccc(=O)oc2c1,CO,0.27
CCN(CC)c1ccc2ccc(=O)oc2c1,OCCO,0.25
CCN(CC)c1ccc2ccc(=O)oc2c1,CCCCO,0.47
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CCCCCC,0.22
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,ClCCl,0.15
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,ClC(Cl)Cl,0.23
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CO,0.12
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CC#N,0.1
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,0.48
c1ccc(-c2nc(-c3ccc(-c4ccc(-c5ccc(-c6nc(-c7ccccc7)c(-c7ccccc7)o6)cc5)cc4)cc3)oc2-c2ccccc2)cc1,C1COCCO1,0.73
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2cc(CCCC)c(-c3cccc(-c4cc(CCCC)c(-c5cccc(-c6oc(-c7cccc(-c8oc(-c9cccc(-c%10oc(-c%11cccc(COC)c%11)cc%10CCCC)c9)cc8CCCC)c7)cc6CCCC)c5)o4)c3)o2)c1,ClC(Cl)Cl,0.54
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](F)(F)[n+]1c-2nc(-c2ccccc2)c2cc(Cl)ccc21,Cc1ccccc1,0.001
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](F)(F)[n+]1c-2nc(-c2ccccc2)c2cc(Cl)ccc21,CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](F)(F)[n+]1c-2nc(-c2ccccc2)c2cc(Cl)ccc21,0.025
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,Cc1ccccc1,0.08
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,C1CCOC1,0.1
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,CC(C)=O,0.03
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,CC#N,0.03
Cc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(C)ccc7[nH]6)cc5)cc4)cc3)nc2c1,CN(C)C=O,0.94
C[Si](C)(c1cccc2cc3ccccc3cc12)[Si](C)(C)c1cccc2cc3ccccc3cc12,C1CCCCC1,0.04
C[Si](C)(C)[Si](C)(C)c1cccc2cc3ccccc3cc12,C1CCCCC1,0.38
C[Si](C)(c1cccc2cc3ccccc3cc12)[Si](C)(C)c1cccc2cc3ccccc3cc12,CC#N,0.005
C[Si](C)(C)[Si](C)(C)c1cccc2cc3ccccc3cc12,CC#N,0.16
CNc1cccc2c1-c1ccccc1C2=O,C1CCCCC1,0.094
CNc1cccc2c1-c1ccccc1C2=O,c1ccccc1,0.063
CNc1cccc2c1-c1ccccc1C2=O,CC#N,0.0051
CNc1cccc2c1-c1ccccc1C2=O,CCO,0.00014
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCC,0.76
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCC(C)C,0.77
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCC(C)CC,0.75
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,0.74
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC1CCCCC1,0.77
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCC2CCCCC2C1,0.72
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCOC(C)=O,0.61
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCCO,0.54
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCO,0.53
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)O,0.54
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)=O,0.53
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCO,0.47
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,0.56
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CO,0.46
COc1ccc(C#Cc2c(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c2C#Cc2ccc(OC)cc2)cc1,ClCCl,0.55
C1=C(c2ccccc2)C(c2ccccc2)=CC1c1ccccc1,C1CCOC1,0.0137
C1=C(c2ccccc2)C(c2ccccc2)=CC1c1ccccc1,C1=C(c2ccccc2)C(c2ccccc2)=CC1c1ccccc1,0.131
CC1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,Cc1ccccc1,0.76
CC1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CC#N,0.65
CC1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CO,0.44
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,C1CCOC1,0.21
